Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2018,2019-2020
Seychelles,4.35,4.12,3.62,2.9,2.44,1.96,1.55,1.31,1.34,1.33,1.33
Guatemala,3488.36,3810.7,3788.6,4058.06,4209.99,4573.44,5260.49,5532.13,5971.68,6262.33,6510.56
Ghana,3557.84,3609.69,4156.55,4184.77,4035.17,4497.53,4329.08,4830.94,5108.84,5363.98,5725.6
Austria,6519.71,6010.95,5633.72,5411.9,5153.6,4962.24,4948.86,4887.07,4833.94,4792.86,4669.88
Serbia,6967.22,6022.26,6062.08,4984.31,4411.3,4013.02,3767.98,3468.05,3407.78,3271.16,3281.25
Cuba,9060.76,8638.4,8937.03,8250.86,8042.44,7328.64,7929.66,8256.28,7873.93,7446.19,7110.04
Denmark,6878.25,6898.18,6803.21,6603.58,6475.38,6229.71,6098.16,6131.67,6041.88,6026.52,6070.22
Sao Tome and Principe,4.43,4.61,4.81,5.04,5.46,4.53,4.09,3.95,4.38,4.76,4.83
Greece,4602.62,4612.34,4701.85,4648.5,4632.8,4628.25,4653.17,4556.67,4233.63,4061.45,3883.93
Bulgaria,5454.07,3206.77,2686.2,2677.56,2331.34,2240.76,2009.91,1863.67,1856.59,1802.82,1791.28
Burkina Faso,6120.7,6611.22,7310.9,7843.1,9523.59,10655.7,11544.13,12369.67,13175.84,13899.4,14495.86
Brunei Darussalam,13.54,11.98,14.92,17.92,19.28,20.7,23.37,21.6,19.74,18.91,18.45
Guyana,782.78,1062.79,1176.97,1095.48,1020.04,925.15,1064.25,1236.98,1419.58,1365.21,1444.02
Tunisia,2036.28,2096.85,2182.0,2311.84,2278.26,2382.25,2332.98,2229.96,2180.74,2131.66,2103.71
Türkiye,20407.12,19649.96,18383.41,16980.76,15242.51,15495.72,15446.48,17677.8,20218.23,21983.28,24965.66
Uruguay,17536.35,19110.56,19016.88,18482.16,19607.86,20609.66,20354.28,19376.88,19571.62,19072.03,18490.95
Norway,2793.18,2828.46,2905.24,2807.38,2724.13,2627.36,2525.26,2472.09,2473.58,2512.77,2455.64
Zambia,9741.93,9462.12,8973.31,8760.04,10242.43,10362.5,10058.81,10882.61,11158.56,10260.29,10469.5
Belgium,7776.66,7682.05,7573.85,7567.26,6873.42,6515.62,6405.42,6227.89,6250.89,6058.65,6029.2
Slovakia,3606.36,2536.04,2188.48,1707.68,1563.86,1344.14,1230.4,1170.97,1145.96,1090.38,1044.99
Côte d'Ivoire,2721.96,2798.48,2696.41,2828.48,3094.53,3345.43,3042.11,3292.62,3333.33,3368.69,3337.18
Georgia,1424.33,1147.81,1190.8,1331.01,1420.52,1331.46,1201.21,1318.43,1270.04,1130.0,1059.69
