Country,1961-1971,1972-1982,1983-1992,1993-2002,2003-2012,2013-2022
Romania,1832.1,2788.94,2986.46,2755.29,3037.29,4435.05
Eswatini,639.5,1401.59,1360.02,1606.35,1175.52,1331.77
Germany,3152.22,4038.06,5156.52,6320.23,6694.11,7170.65
Togo,577.71,837.31,812.5,947.7,1154.78,1150.32
Malaysia,2173.45,2688.51,2637.88,3051.06,3563.4,3911.41
Armenia,,,1842.8,1724.21,2186.61,2428.04
El Salvador,1269.73,1589.16,1809.76,2018.2,2664.18,2664.03
Netherlands,3977.65,5208.42,6785.98,7567.78,8132.7,8432.21
Dominica,1234.48,1344.56,1337.0,1350.81,1427.88,1629.91
Algeria,607.38,614.31,771.66,940.32,1455.55,1487.71
Croatia,,,3972.1,4581.85,5257.95,6357.92
Burundi,1012.75,1089.2,1246.92,1322.7,1260.83,1333.18
Saint Vincent and the Grenadines,3629.97,3242.65,3289.85,6890.62,17121.15,27285.58
Costa Rica,1421.45,2002.74,2626.31,3659.12,3456.17,3923.71
Tunisia,663.79,832.78,1008.42,1218.08,1557.06,1447.76
Sierra Leone,1295.46,1356.6,1292.53,1130.56,1380.2,1468.49
Bangladesh,1660.05,1846.49,2327.56,2916.55,3969.8,4734.47
Argentina,1565.05,2101.23,2458.57,3172.4,4004.56,5058.29
Guinea-Bissau,768.16,699.84,1358.75,1205.78,1427.13,1383.13
Philippines,1124.32,1442.69,1907.98,2411.4,3199.36,3678.08
