Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019
Ghana,52.63,52.46,52.31,51.84,49.18,46.23,43.27,40.36,37.81,37.37
Solomon Islands,53.6,54.63,54.71,53.1,51.87,52.67,53.13,54.01,54.04,54.19
El Salvador,16.32,17.12,17.63,18.14,18.57,19.28,19.42,18.13,18.43,17.68
Burundi,73.1,70.73,68.25,66.06,64.01,61.89,59.74,57.54,56.07,56.07
Nicaragua,19.71,19.41,20.0,20.62,21.25,21.59,19.8,17.85,16.85,17.07
South Africa,4.89,4.8,4.71,4.61,4.52,4.45,4.17,3.31,4.14,4.37
Mauritius,4.0,3.97,3.84,3.67,3.51,3.71,4.12,4.1,5.36,4.92
Uzbekistan,8.45,8.75,8.77,8.66,8.53,8.28,7.99,7.78,7.57,7.44
Bhutan,36.71,38.68,38.31,35.83,32.67,31.18,32.14,31.39,24.08,25.57
Uganda,40.61,40.56,40.48,40.39,40.3,40.21,40.13,40.03,39.85,39.58
Brazil,4.18,5.41,7.17,9.45,10.73,11.02,9.79,7.88,7.73,8.87
Belize,10.3,10.97,11.44,12.02,12.63,13.25,13.91,14.59,13.12,19.69
"Palestine, State of",4.19,4.13,3.96,3.41,3.12,3.73,3.07,3.27,2.56,1.72
Belgium,0.57,0.85,0.7,0.9,0.71,0.98,0.97,1.17,1.24,1.67
Jamaica,23.52,22.93,19.6,17.25,16.33,16.4,15.17,14.92,17.07,18.53
Russian Federation,4.72,5.1,5.32,5.09,4.82,4.66,4.63,4.63,4.63,5.02
Oman,1.49,1.52,1.48,1.43,1.56,1.92,2.37,2.92,3.59,4.03
Israel,6.49,6.36,5.68,5.07,5.61,5.85,6.97,9.91,13.04,14.97
Yemen,6.48,6.48,6.4,5.74,4.14,2.97,2.13,1.52,1.26,1.37
Cyprus,4.31,4.34,4.55,4.46,4.48,4.54,5.81,4.9,3.98,3.79
Lithuania,3.68,4.31,4.03,5.4,3.78,3.08,3.57,4.04,5.29,7.37
Malta,0.9,0.87,0.85,0.86,0.87,0.39,0.93,1.01,1.64,2.05
Equatorial Guinea,28.95,28.95,28.72,28.45,28.28,28.16,28.02,27.91,27.79,27.69
Guinea-Bissau,45.94,45.9,45.82,45.65,45.44,45.24,45.09,45.01,44.92,44.83
"Bolivia, Plurinational State of",35.8,37.34,39.06,40.11,42.7,46.94,42.4,40.53,41.8,46.96
Qatar,9.12,8.97,7.38,6.32,6.29,6.69,8.99,10.73,8.66,7.56
Bahamas,15.01,14.32,14.66,15.41,15.52,15.54,15.02,14.87,14.74,14.87
Eritrea,39.16,39.74,39.64,39.03,37.93,37.33,37.46,37.86,38.19,38.11
Ethiopia,43.44,43.36,42.29,41.1,39.92,38.44,36.36,34.33,33.43,33.12
