Country,1950-1965,1966-1980,1981-1995,1996-2010,2011-2025,2026-2040,2041-2055,2056-2070,2071-2085,2086-2100
Sint Maarten (Dutch part),3.26,1.79,1.72,1.9,3.18,12.14,20.92,11.72,28.35,26.77
Indonesia,0.97,1.54,2.03,2.67,3.27,4.98,8.0,10.54,13.14,16.21
Hungary,4.51,6.01,6.66,7.7,9.56,12.52,16.99,20.83,21.87,22.86
Hong Kong,0.71,1.68,3.98,7.57,12.04,21.9,27.39,30.97,32.53,33.83
Cabo Verde,1.36,2.37,2.91,2.95,2.62,4.11,8.3,15.38,20.22,22.81
Ukraine,3.2,4.15,4.76,6.46,7.79,11.26,15.79,21.59,21.87,24.91
Cook Islands,1.59,1.88,2.77,3.61,6.02,10.05,12.45,11.55,13.78,19.65
Tonga,1.92,1.73,2.42,3.14,3.49,3.81,4.84,5.4,8.49,12.64
Liechtenstein,4.51,4.01,4.82,5.88,10.64,17.87,22.98,23.89,24.93,26.64
Costa Rica,1.62,1.98,2.78,3.72,5.68,9.9,15.07,21.83,26.58,28.77
Dominica,3.83,2.98,4.87,6.01,5.57,7.79,11.47,16.12,21.55,23.59
Saint Martin (French part),1.86,1.85,1.12,2.41,4.62,11.97,17.38,16.6,16.95,22.1
Poland,2.5,3.93,4.79,6.22,8.57,13.74,18.29,24.83,25.03,26.25
Chad,2.06,1.83,1.69,1.35,1.02,1.11,1.5,1.96,2.94,4.49
Saint Lucia,1.61,2.08,2.76,4.01,4.68,7.31,11.81,17.7,22.67,23.71
Guinea-Bissau,1.95,2.48,3.65,2.04,1.36,1.42,2.34,3.79,5.55,7.56
Djibouti,1.0,1.25,1.47,1.7,2.24,3.06,4.96,6.91,9.21,11.04
"Venezuela, Bolivarian Republic of",1.2,1.51,2.05,2.72,3.82,5.87,8.04,10.16,14.71,18.21
Uzbekistan,3.24,2.69,1.68,2.15,2.17,3.5,5.19,7.97,9.2,13.06
Australia,4.35,4.33,5.69,7.68,10.09,13.95,16.58,19.93,22.57,24.07
France,5.68,6.35,7.41,9.52,12.35,17.26,20.53,22.3,23.88,25.4
gbg,7.8,7.17,8.53,9.35,11.21,13.98,19.44,23.34,27.27,27.74
