Country,1996-1998,2000-2002,2003-2004,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2020,2021-2022
Switzerland,7.0,8.5,9.0,9.5,10.0,11.0,11.0,10.0,9.0,9.0,7.5,7.0
Czechia,7.0,9.0,10.0,12.0,13.0,13.5,15.0,13.0,12.0,13.0,11.5,11.0
"Moldova, Republic of",5.5,7.5,9.5,11.5,13.0,12.5,13.5,12.0,11.0,12.0,10.0,9.5
Japan,7.0,8.5,9.0,10.0,12.0,12.0,12.0,11.0,10.5,11.0,9.5,9.0
Brazil,8.0,10.0,11.5,15.0,17.0,18.0,18.5,16.5,15.0,16.0,14.5,13.0
Nepal,4.0,5.0,8.0,11.5,13.0,14.0,14.0,12.5,11.0,12.0,10.5,10.0
Belgium,7.0,8.5,9.0,9.5,10.0,11.0,12.0,11.0,10.0,11.0,9.5,9.0
Aruba,,,1.0,1.0,1.0,2.0,2.0,1.5,1.0,1.0,1.0,1.0
Latvia,5.5,7.5,9.0,9.5,11.0,11.5,11.0,11.0,10.0,10.0,9.0,10.0
Sao Tome and Principe,4.0,5.0,5.5,6.5,8.0,7.5,8.0,8.0,7.0,8.0,7.0,7.0
Tunisia,6.0,8.5,11.5,13.5,14.5,15.0,17.0,17.0,15.0,15.0,13.5,13.0
Montenegro,1.0,2.0,3.0,6.5,10.5,11.0,10.0,9.0,9.0,9.0,8.0,7.0
Mali,5.0,7.5,10.5,13.5,15.0,16.5,17.0,16.0,14.0,14.0,12.5,13.0
"Tanzania, United Republic of",6.0,8.5,11.5,16.0,17.0,18.0,18.5,17.0,15.0,15.0,13.5,13.0
Madagascar,5.0,7.0,9.5,13.5,15.0,15.5,16.5,16.0,14.5,14.5,12.5,12.0
Rwanda,4.0,6.0,8.0,11.0,13.0,14.5,15.0,14.0,11.0,12.0,10.5,10.5
Trinidad and Tobago,6.0,7.0,8.5,9.5,10.5,10.5,11.5,11.0,10.0,8.5,8.0,8.0
Burkina Faso,5.0,7.0,9.0,14.0,16.5,17.0,18.5,17.0,14.0,14.0,13.5,13.0
Eswatini,4.0,5.5,7.0,8.5,9.0,9.5,11.5,11.5,9.0,9.5,9.0,10.5
Hungary,7.0,9.0,10.0,11.0,12.5,13.0,13.5,12.5,12.0,13.0,11.5,11.0
Andorra,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,2.0,2.0,2.0,2.0
Guinea,5.0,7.0,8.5,10.5,11.5,12.0,14.0,14.5,12.5,13.0,11.5,12.0
France,7.0,8.5,9.0,11.0,13.0,12.5,13.0,12.0,11.0,12.0,10.5,10.0
North Macedonia,5.0,6.5,9.5,10.5,12.5,13.0,11.5,11.0,10.5,10.0,9.5,9.0
Equatorial Guinea,5.0,6.5,7.5,9.0,9.0,9.5,10.0,9.0,7.0,7.5,8.0,8.0
Central African Republic,4.0,6.0,7.5,9.5,10.5,12.0,12.0,11.5,9.5,10.0,9.0,8.0
India,7.0,9.0,10.5,13.5,15.0,15.0,16.0,14.0,13.0,13.0,12.0,12.0
United States,7.0,8.5,9.0,12.0,14.0,14.0,15.0,13.0,12.0,13.0,11.5,11.0
